_id,ID,NAME,ADDRESS,ADDRESS_POINT_ID,ADDRESS_ID,CENTRELINE_ID,MAINT_STAGE,ADDRESS_NUMBER,LINEAR_NAME_FULL,POSTAL_CODE,GENERAL_USE,CLASS_FAMILY_DESC,ADDRESS_ID_LINK,PLACE_NAME,X,Y,LATITUDE,LONGITUDE,WARD_NAME,MUNICIPALITY_NAME,OBJECTID,geometry,lon,lat,geometry
66,42,FIRE STATION 245,1600 BIRCHMOUNT RD,308625,297681,108988,REGULAR,1600,Birchmount Rd,NA,Fire Station,"Land, Structure, Structure Entrance",NA,Fire Station 245,NA,NA,NA,NA,Scarborough Centre (21),Scarborough,3093030,"c(-79.2915184052647, 43.7626918218058)",-79.2915184052647,43.7626918218058,"c(-79.2915184052647, 43.7626918218058)"
67,56,FIRE STATION 333,207 FRONT ST E,6661414,1460804,1145261,REGULAR,207,Front St E,NA,Fire Station,"Structure, Structure Entrance",184651,Fire Station 333,NA,NA,NA,NA,Toronto Centre (13),former Toronto,3119337,"c(-79.3661539690352, 43.6505208079754)",-79.3661539690352,43.6505208079754,"c(-79.3661539690352, 43.6505208079754)"
68,38,FIRE STATION 241,3325 WARDEN AVE,396134,387652,14663726,REGULAR,3325,Warden Ave,NA,Fire Station,"Land, Structure, Structure Entrance",NA,Fire Station 241,NA,NA,NA,NA,Scarborough-Agincourt (22),Scarborough,3174616,"c(-79.3238025417745, 43.8140419797109)",-79.3238025417745,43.8140419797109,"c(-79.3238025417745, 43.8140419797109)"
69,19,FIRE STATION 145,20 BEFFORT RD,6275804,438727,6275627,REGULAR,20,Beffort Rd,NA,Fire Station,"Land, Structure, Structure Entrance",NA,Fire Station 145,NA,NA,NA,NA,York Centre (6),North York,3186765,"c(-79.4600322095888, 43.7347555131408)",-79.4600322095888,43.7347555131408,"c(-79.4600322095888, 43.7347555131408)"
70,37,FIRE STATION 235,200 BERMONDSEY RD,6686397,310729,6682365,REGULAR,200,Bermondsey Rd,NA,Fire Station,"Land, Structure, Structure Entrance",NA,Fire Station 235,NA,NA,NA,NA,Don Valley East (16),North York,3217085,"c(-79.3149344230792, 43.7242534211126)",-79.3149344230792,43.7242534211126,"c(-79.3149344230792, 43.7242534211126)"
71,81,FIRE STATION 442,2015 LAWRENCE AVE W,9796836,34953,9796835,REGULAR,2015,Lawrence Ave W,NA,Fire/Ambulance Stations,"Land, Structure, Structure Entrance",NA,"Fire Station 442, Ambulance Station 10",NA,NA,NA,NA,York South-Weston (5),York,3234576,"c(-79.5123844108684, 43.7005987011636)",-79.5123844108684,43.7005987011636,"c(-79.5123844108684, 43.7005987011636)"
72,65,FIRE STATION 411,75 TORYORK DR,13497504,938809,10367893,REGULAR,75,Toryork Dr,NA,Fire Station,"Structure, Structure Entrance",1524756,Fire Station 411,NA,NA,NA,NA,Humber River-Black Creek (7),North York,3301795,"c(-79.5491654346987, 43.7552582620875)",-79.5491654346987,43.7552582620875,"c(-79.5491654346987, 43.7552582620875)"
73,2,FIRE STATION 112,5700 BATHURST ST,9313399,413809,14661127,REGULAR,5700,Bathurst St,NA,Fire/Ambulance Stations,"Land, Structure, Structure Entrance",NA,"Fire Station 112, Ambulance Station 55",NA,NA,NA,NA,York Centre (6),North York,3311629,"c(-79.4442860463118, 43.7762855215206)",-79.4442860463118,43.7762855215206,"c(-79.4442860463118, 43.7762855215206)"
74,1,FIRE STATION 111,3300 BAYVIEW AVE,9602654,416759,20050112,REGULAR,3300,Bayview Ave,NA,Fire/Ambulance Stations,"Land, Structure, Structure Entrance",NA,"Fire Station 111, Ambulance Station 56",NA,NA,NA,NA,Willowdale (18),North York,3311708,"c(-79.3936558799114, 43.7901270072937)",-79.3936558799114,43.7901270072937,"c(-79.3936558799114, 43.7901270072937)"
75,4,FIRE STATION 114,12 CANTERBURY PL,13498086,414669,438636,REGULAR,12,Canterbury Pl,NA,Fire/Ambulance Stations,"Land, Structure, Structure Entrance",NA,"Fire Station 114, Ambulance Station 58",NA,NA,NA,NA,Willowdale (18),North York,3311726,"c(-79.4153547749349, 43.7726358500692)",-79.4153547749349,43.7726358500692,"c(-79.4153547749349, 43.7726358500692)"
76,39,FIRE STATION 242,2733 BRIMLEY RD,9487007,369709,30060358,REGULAR,2733,Brimley Rd,NA,Fire Station,"Land, Structure, Structure Entrance",NA,Fire Station 242,NA,NA,NA,NA,Scarborough North (23),Scarborough,3799489,"c(-79.2772562802889, 43.8069196445835)",-79.2772562802889,43.8069196445835,"c(-79.2772562802889, 43.8069196445835)"
77,64,FIRE STATION 346 CNE,90 QUEBEC ST,13497616,1460475,30060516,REGULAR,90,Quebec St,NA,Fire Station,"Structure, Structure Entrance",159995,Fire Station 346,NA,NA,NA,NA,Spadina-Fort York (10),former Toronto,3800221,"c(-79.4213297269953, 43.6336769840123)",-79.4213297269953,43.6336769840123,"c(-79.4213297269953, 43.6336769840123)"
78,57,FIRE STATION 334 HARBOURFRONT,339 QUEENS QUAY  W,14069050,160699,10223459,REGULAR,339,Queens Quay W,NA,Fire/Ambulance Stations,"Land, Structure, Structure Entrance",NA,"Hto Park,Maple Leaf Quay",NA,NA,NA,NA,Spadina-Fort York (10),former Toronto,4061713,"c(-79.388613016358, 43.6376903109341)",-79.388613016358,43.6376903109341,"c(-79.388613016358, 43.6376903109341)"
79,51,FIRE STATION 324,840 GERRARD ST E,808592,240689,14024937,REGULAR,840,Gerrard St E,NA,Fire Station,"Land, Structure, Structure Entrance",NA,Fire Station 324,NA,NA,NA,NA,Toronto-Danforth (14),former Toronto,4135973,"c(-79.3435181858772, 43.6677666816198)",-79.3435181858772,43.6677666816198,"c(-79.3435181858772, 43.6677666816198)"
80,16,FIRE STATION 141,4100 KEELE ST,30013624,1494773,30020840,REGULAR,4100,Keele St,NA,Fire/Ambulance Stations,"Land, Structure, Structure Entrance",NA,Fire Station 141,NA,NA,NA,NA,Humber River-Black Creek (7),North York,4149403,"c(-79.4927235946077, 43.7668215104353)",-79.4927235946077,43.7668215104353,"c(-79.4927235946077, 43.7668215104353)"
81,45,FIRE STATION 313,441 BLOOR ST E,14120199,247686,1141663,REGULAR,441,Bloor St E,NA,Fire Station,"Land, Structure, Structure Entrance",NA,Fire Station 313,NA,NA,NA,NA,Toronto Centre (13),former Toronto,4164722,"c(-79.3755640527746, 43.6720950557577)",-79.3755640527746,43.6720950557577,"c(-79.3755640527746, 43.6720950557577)"
82,58,FIRE STATION 335,235 CIBOLA AVE,14076406,183734,30086097,REGULAR,235,Cibola Ave,NA,Fire/Ambulance Stations,"Land, Structure, Structure Entrance",NA,"Fire Station 335, Ambulance Station 59",NA,NA,NA,NA,Spadina-Fort York (10),former Toronto,4173463,"c(-79.3590745052274, 43.6254007460108)",-79.3590745052274,43.6254007460108,"c(-79.3590745052274, 43.6254007460108)"
83,63,FIRE STATION 345,1287 DUFFERIN ST,10363761,137248,30101053,REGULAR,1287,Dufferin St,NA,Unknown,"Land, Structure, Structure Entrance",NA,NA,NA,NA,NA,NA,Davenport (9),former Toronto,4256601,"c(-79.4381526808916, 43.6674011279628)",-79.4381526808916,43.6674011279628,"c(-79.4381526808916, 43.6674011279628)"
84,15,FIRE STATION 135,325 CHAPLIN CRES,8168331,104081,8166572,REGULAR,325,Chaplin Cres,NA,Unknown,"Land, Structure, Structure Entrance",NA,Fire Station 135,NA,NA,NA,NA,Eglinton-Lawrence (8),former Toronto,4271268,"c(-79.4187941157764, 43.7031244599412)",-79.4187941157764,43.7031244599412,"c(-79.4187941157764, 43.7031244599412)"
