_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
3613271,1453,BP-19566,125,George St,George St,East,Richmond St E,South,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315171.164,4834758.829,-79.371428406,43.652700486,"c(-79.3714284017627, 43.652700491855)"
3613272,1495,BP-19581,238,Front St E,Front St E,North,Berkeley St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315746.173,4834601.796,-79.364303196,43.651278741,"c(-79.364303201526, 43.6512787458046)"
3613273,1496,BP-19582,238,Front St E,Front St E,North,Berkeley St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315738.867,4834599.632,-79.364393811,43.65125937,"c(-79.3643938156435, 43.6512593743913)"
3613274,1497,BP-19583,238,Front St E,Front St E,North,Berkeley St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315734.606,4834598.369,-79.364446668,43.651248069,"c(-79.3644466635348, 43.6512480683538)"
3613275,1498,BP-19584,238,Front St E,Front St E,North,Berkeley St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315730.344,4834597.107,-79.364499527,43.651236768,"c(-79.3644995237828, 43.6512367713078)"
3613276,1499,BP-19585,260,Front St E,Front St E,North,Berkeley St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315802.435,4834619.786,-79.363605376,43.651439844,"c(-79.3636053719391, 43.6514398497617)"
3613277,1500,BP-19586,260,Front St E,Front St E,North,Berkeley St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315811.102,4834622.574,-79.363497876,43.651464812,"c(-79.3634978726183, 43.6514648172358)"
3613278,1501,BP-19589,41,Avenue Rd,Avenue Rd,East,Yorkville Ave,North,NA,11,Bloor-Yorkville,Ring,Existing,0,313282.169,4836749.962,-79.394814997,43.670647272,"c(-79.3948149943144, 43.6706472733706)"
3613279,1502,BP-19590,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,NA,11,Bloor-Yorkville,Ring,Existing,0,313277.741,4836700.083,-79.394870691,43.670198343,"c(-79.3948706882862, 43.6701983473202)"
3613280,1503,BP-19591,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,NA,11,Bloor-Yorkville,Ring,Existing,0,313278.763,4836696.633,-79.394858071,43.670167276,"c(-79.394858069076, 43.670167281128)"
3613281,1504,BP-19592,34,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,NA,11,Bloor-Yorkville,Ring,Existing,0,313280.048,4836693.039,-79.394842191,43.670134918,"c(-79.3948421907855, 43.6701349157447)"
3613282,1505,BP-19594,NA,Yonge St,Yonge St,East,Bloor St E,North,NA,11,Bloor Street,Ring,Existing,0,313930.753,4836733.742,-79.386772371,43.670493582,"c(-79.386772374914, 43.6704935884102)"
3613283,1506,BP-19595,NA,Yonge St,Yonge St,East,Bloor St E,North,NA,11,Bloor Street,Ring,Existing,0,313930.364,4836734.768,-79.386777176,43.670502825,"c(-79.3867771814116, 43.6705028285342)"
3613284,1507,BP-19596,NA,Park Rd,Park Rd,East,Bloor St E,North,NA,11,Bloor Street,Ring,Existing,0,314132.658,4836805.989,-79.38426737,43.671141401,"c(-79.3842673692527, 43.6711413986696)"
3613285,1508,BP-19597,NA,Park Rd,Park Rd,East,Bloor St E,North,NA,11,Bloor Street,Ring,Existing,0,314132.139,4836807.74,-79.384273772,43.671157164,"c(-79.3842737749819, 43.6711571664794)"
3613286,1520,BP-19418,75,Simcoe St,Simcoe St,East,King St W,South,NA,10,Financial District,Ring,Existing,0,314001.652,4834149.167,-79.385937223,43.647228103,"c(-79.3859372289462, 43.6472281016076)"
3613287,1521,BP-19419,75,Simcoe St,Simcoe St,East,King St W,South,NA,10,Financial District,Ring,Existing,0,314002.482,4834146.179,-79.385926988,43.647201196,"c(-79.3859269912664, 43.6472011953122)"
3613288,1522,BP-19420,75,Simcoe St,Simcoe St,East,King St W,South,NA,10,Financial District,Ring,Existing,0,314003.429,4834142.983,-79.385915306,43.647172413,"c(-79.385915306823, 43.6471724152878)"
3613289,1523,BP-19427,181,Bedford Rd,Davenport Rd,North,Bedford Rd,East,NA,11,NA,Ring,Temporarily Removed,0,312911.456,4837171.793,-79.399405751,43.674448438,"c(-79.3994057534738, 43.6744484435923)"
3613290,1524,BP-19429,181,Bedford Rd,Davenport Rd,North,Bedford Rd,East,NA,11,NA,Ring,Temporarily Removed,0,312914.708,4837171.675,-79.399365427,43.674447341,"c(-79.399365425622, 43.6744473459405)"
3613291,1525,BP-19430,354,Davenport Rd,Davenport Rd,East,Dupont St,South,NA,11,NA,Ring,Existing,0,312737.073,4837263.017,-79.401567016,43.675271456,"c(-79.4015670194389, 43.6752714616781)"
3613292,1526,BP-19451,NA,NA,Walton St,North,Yonge St,West,NA,11,Downtown Yonge,Ring,Existing,0,314309.95,4835423.606,-79.382093162,43.658695878,"c(-79.3820931640855, 43.6586958809501)"
3613293,1527,BP-19453,NA,NA,Walton St,North,Yonge St,West,NA,11,Downtown Yonge,Ring,Existing,0,314293.442,4835418.785,-79.382297921,43.658652697,"c(-79.3822979189098, 43.6586526964619)"
3613294,1528,BP-19465,55,Gateway Blvd,Gateway Blvd,East,Grenoble Dr,North,NA,16,NA,Ring,Existing,0,318468.762,4841336.635,-79.330381416,43.711855822,"c(-79.3303814166603, 43.7118558209565)"
3613295,1529,BP-19466,55,Gateway Blvd,Gateway Blvd,East,Grenoble Dr,North,NA,16,NA,Ring,Existing,0,318469.127,4841333.243,-79.330376974,43.711825279,"c(-79.3303769734282, 43.7118252820813)"
3613296,1530,BP-19467,55,Gateway Blvd,Gateway Blvd,East,Grenoble Dr,North,NA,16,NA,Ring,Existing,0,318469.47,4841329.757,-79.330372809,43.711793895,"c(-79.3303728055882, 43.7117938974958)"
3613297,1531,BP-19468,874,Eglinton Ave E,Eglinton Ave E,North,Laird Dr,West,NA,15,NA,Ring,Existing,0,315670.155,4841527.124,-79.365105971,43.713616714,"c(-79.3651059749303, 43.7136167161068)"
3613298,1535,BP-19293,986,St Clair Ave W,St Clair Ave W,North,Crang Ave,West,NA,09,Regal Heights Village,Ring,Existing,0,309897.024,4837723.26,-79.436784003,43.679439152,"c(-79.4367840011488, 43.6794391558789)"
3613299,1536,BP-19294,992,St Clair Ave W,St Clair Ave W,North,Crang Ave,West,NA,09,Regal Heights Village,Ring,Existing,0,309882.843,4837718.728,-79.436959918,43.679398458,"c(-79.4369599240483, 43.6793984590722)"
3613300,1537,BP-19299,40,Dovercourt Rd,Dovercourt Rd,West,Sudbury St,North,NA,09,NA,Ring,Existing,0,311107.118,4833549.168,-79.421824556,43.641857464,"c(-79.4218245504892, 43.6418574633217)"
3613301,1538,BP-19297,1024,St Clair Ave W,St Clair Ave W,North,Appleton Ave,West,NA,09,Regal Heights Village,Ring,Existing,0,309799.351,4837692.902,-79.437995669,43.679166557,"c(-79.4379956742652, 43.6791665576061)"
3613302,1539,BP-19298,40,Dovercourt Rd,Dovercourt Rd,West,Sudbury St,North,NA,09,NA,Ring,Existing,0,311107.87,4833546.908,-79.421815254,43.64183711,"c(-79.421815255991, 43.6418371138592)"
3613303,1540,BP-19306,1371,Queen St W,Queen St W,South,Close Ave,East,NA,04,Parkdale Village,Ring,Existing,0,310010.621,4833428.575,-79.435416568,43.640780445,"c(-79.4354165619838, 43.6407804473114)"
3613304,1541,BP-19300,40,Dovercourt Rd,Dovercourt Rd,West,Sudbury St,North,NA,09,NA,Ring,Existing,0,311105.909,4833553.529,-79.421839489,43.641896724,"c(-79.4218394848954, 43.6418967285272)"
3613305,1542,BP-19301,404,Roncesvalles Ave,Roncesvalles Ave,West,Howard Park Ave,South,NA,04,Roncesvalles Village,Ring,Existing,0,308753.03,4834577.666,-79.45099545,43.651131575,"c(-79.4509954550507, 43.6511315781926)"
3613306,1543,BP-19307,1351,Queen St W,Queen St W,South,Dunn Ave,West,NA,04,Parkdale Village,Ring,Existing,0,310054.749,4833440.414,-79.434869494,43.6408867,"c(-79.4348694993628, 43.6408867042313)"
3613307,1544,BP-19308,220,Sorauren Ave,Wright Ave,South,Sorauren Ave,West,NA,04,NA,Ring,Existing,0,309344.537,4834051.958,-79.443667146,43.64639611,"c(-79.4436671435019, 43.6463961129201)"
3613308,1545,BP-19367,862,College St,College St,North,Concord Ave,West,NA,09,College Promenade,Ring,Existing,0,310917.414,4834914.33,-79.424160427,43.65414736,"c(-79.4241604318292, 43.6541473578624)"
3613309,1546,BP-19310,220,Sorauren Ave,Wright Ave,South,Sorauren Ave,West,NA,04,NA,Ring,Existing,0,309339.899,4834050.708,-79.443724649,43.646384889,"c(-79.4437246453773, 43.6463848895323)"
3613310,1547,BP-19368,864,College St,College St,North,Concord Ave,West,NA,09,College Promenade,Ring,Existing,0,310908.113,4834911.548,-79.424275772,43.654122389,"c(-79.4242757707133, 43.6541223925536)"
3613311,1548,BP-19371,784,College St,College St,North,Roxton Rd,East,NA,11,College Promenade,Ring,Existing,0,311183.073,4834991.331,-79.420866059,43.654838233,"c(-79.420866063819, 43.6548382381082)"
3613312,1550,BP-19440,480,St Clair Ave W,St Clair Ave W,North,Wells Hill Ave,East,NA,12,Wychwood Heights,Ring,Existing,0,311616.383,4838212.88,-79.415453428,43.683832589,"c(-79.4154534288975, 43.683832591578)"
3613313,1551,BP-19439,480,St Clair Ave W,St Clair Ave W,North,Wells Hill Ave,East,NA,12,Wychwood Heights,Ring,Existing,0,311593.252,4838206.312,-79.41574042,43.683773683,"c(-79.4157404152181, 43.6837736828898)"
3613314,1552,BP-19441,396,St Clair Ave W,St Clair Ave W,North,Wells Hill Ave,East,NA,12,Wychwood Heights,Ring,Existing,0,311630.549,4838216.881,-79.415277669,43.683868476,"c(-79.4152776713277, 43.6838684756808)"
3613315,1569,BP-19470,121,Yonge St,Yonge St,East,Adelaide St E,North,NA,13,Financial District,Ring,Existing,0,314600.536,4834550.302,-79.378506263,43.650831209,"c(-79.3785062600843, 43.6508312071027)"
3613316,1570,BP-19472,401,Bay St,Bay St,East,Richmond St W,North,NA,13,Downtown Yonge,Ring,Existing,0,314376.778,4834604.675,-79.381279141,43.651323552,"c(-79.3812791379856, 43.6513235513826)"
3613317,1571,BP-19473,401,Bay St,Bay St,East,Richmond St W,North,NA,13,Downtown Yonge,Ring,Existing,0,314376.003,4834607.012,-79.381288706,43.651344596,"c(-79.3812887040079, 43.6513445974926)"
3613318,1572,BP-19474,1,Richmond St W,Richmond St W,South,Yonge St,West,NA,13,Financial District,Ring,Existing,0,314550.327,4834634.443,-79.379127158,43.65158925,"c(-79.379127162815, 43.6515892486587)"
3613319,1573,BP-19475,1,Richmond St W,Richmond St W,South,Yonge St,West,NA,13,Financial District,Ring,Existing,0,314548.984,4834634.087,-79.379143815,43.651586059,"c(-79.3791438181044, 43.6515860617846)"
3613320,1574,BP-19476,96,Richmond St W,Richmond St W,North,York St,East,NA,10,Financial District,Ring,Existing,0,314203.736,4834539.994,-79.383425418,43.650743543,"c(-79.3834254169966, 43.6507435433056)"
3613321,1575,BP-19478,96,Richmond St W,Richmond St W,North,York St,East,NA,10,Financial District,Ring,Existing,0,314209.287,4834541.983,-79.383356575,43.650761375,"c(-79.3833565688263, 43.6507613767806)"
3613322,1576,BP-19480,96,Richmond St W,Richmond St W,North,Sheppard St,West,NA,10,Financial District,Ring,Existing,0,314246.187,4834551.325,-79.382898968,43.650844999,"c(-79.3828989708124, 43.6508449996498)"
3613323,1577,BP-19481,96,Richmond St W,Richmond St W,North,Sheppard St,West,NA,10,Financial District,Ring,Existing,0,314243.408,4834550.226,-79.382933438,43.650835143,"c(-79.3829334402331, 43.6508351424597)"
3613324,1578,BP-19482,96,Richmond St W,Richmond St W,North,Sheppard St,West,NA,10,Financial District,Ring,Existing,0,314240.998,4834549.512,-79.382963327,43.650828748,"c(-79.3829633285618, 43.6508287460927)"
3613325,1579,BP-19483,96,Richmond St W,Richmond St W,North,Sheppard St,West,NA,10,Financial District,Ring,Existing,0,314238.924,4834548.829,-79.382989052,43.650822623,"c(-79.3829890510798, 43.650822624496)"
3613326,1580,BP-19484,194,Wellesley St E,Wellesley St E,North,Bleecker St,West,NA,13,NA,Ring,Existing,0,314966.371,4836379.727,-79.3739367,43.667293548,"c(-79.3739366970755, 43.6672935476414)"
3613327,1581,BP-19485,194,Wellesley St E,Wellesley St E,North,Bleecker St,West,NA,13,NA,Ring,Existing,0,314964.74,4836379.175,-79.373956927,43.667288603,"c(-79.3739569318726, 43.6672886012184)"
3613328,1582,BP-19489,231,Fort York Blvd,Fort York Blvd,South,Fleet St,East,NA,10,CityPlace and Fort York,Ring,Existing,0,312379.455,4833039.774,-79.406061359,43.637260349,"c(-79.4060613542994, 43.6372603490252)"
3613329,1583,BP-19490,231,Fort York Blvd,Fort York Blvd,South,Fleet St,East,NA,10,CityPlace and Fort York,Ring,Existing,0,312380.396,4833040.136,-79.406049686,43.637263595,"c(-79.406049686623, 43.6372635979369)"
3613330,1584,BP-19491,231,Fort York Blvd,Fort York Blvd,South,Fleet St,East,NA,10,CityPlace and Fort York,Ring,Existing,0,312381.324,4833040.356,-79.406038178,43.637265564,"c(-79.4060381820569, 43.6372655687854)"
3613331,1585,BP-19493,332,Harbord St,Harbord St,North,Montrose Ave,East,NA,11,NA,Ring,Existing,0,311312.505,4835526.426,-79.419254982,43.659653688,"c(-79.4192549825488, 43.6596536888818)"
3613332,1586,BP-19494,623,Bathurst St,Bathurst St,East,Ulster St,North,NA,11,NA,Ring,Existing,0,312138.39,4835561.289,-79.409014824,43.659959805,"c(-79.4090148204835, 43.6599598110573)"
3613333,1587,BP-19495,489,College St,College St,South,Markham St,West,NA,11,Little Italy,Ring,Existing,0,312120.493,4835126.84,-79.409242601,43.656049367,"c(-79.4092426068487, 43.656049365185)"
3613334,1588,BP-19497,747,College St,College St,South,Shaw St,East,NA,11,Little Italy,Ring,Existing,0,311258.684,4834998.113,-79.419928597,43.654898633,"c(-79.4199285987336, 43.6548986324885)"
3613335,1589,BP-19498,747,College St,College St,South,Shaw St,East,NA,11,Little Italy,Ring,Existing,0,311259.997,4834998.571,-79.419912312,43.654902744,"c(-79.4199123153801, 43.6549027437017)"
3613336,1590,BP-19499,747,College St,College St,South,Shaw St,East,NA,11,Little Italy,Ring,Existing,0,311261.303,4834998.82,-79.419896118,43.654904973,"c(-79.4198961213073, 43.6549049736922)"
3613337,1591,BP-19500,747,College St,College St,South,Shaw St,East,NA,11,Little Italy,Ring,Existing,0,311262.381,4834999.139,-79.419882748,43.654907838,"c(-79.4198827530187, 43.6549078357557)"
3613338,1592,BP-19502,846,College St,College St,North,Ossington Ave,West,NA,09,College Promenade,Ring,Existing,0,310984.29,4834934.296,-79.423331122,43.654326525,"c(-79.4233311204226, 43.6543265257165)"
3613339,1593,BP-19503,846,College St,College St,North,Ossington Ave,West,NA,09,College Promenade,Ring,Existing,0,310981.992,4834933.616,-79.423359621,43.654320418,"c(-79.4233596173187, 43.6543204239042)"
3613340,1594,BP-19504,846,College St,College St,North,Ossington Ave,West,NA,09,College Promenade,Ring,Existing,0,310980.153,4834933.071,-79.42338242,43.654315532,"c(-79.4233824222814, 43.6543155334528)"
3613341,1596,BP-19506,447,Dovercourt Rd,Dovercourt Rd,East,College St,North,NA,09,College Promenade,Ring,Temporarily Removed,0,310733.723,4834893.712,-79.42643793,43.653963257,"c(-79.4264379334769, 43.6539632561921)"
3613342,1597,BP-19507,1230,Dundas St W,Dundas St W,North,Dovercourt Rd,East,NA,09,Little Portugal,Ring,Existing,0,310977.488,4834394.976,-79.423421613,43.649471975,"c(-79.42342161573, 43.6494719736974)"
3613343,1598,BP-19508,1241,Dundas St W,Dundas St W,South,Grove Ave,West,NA,10,Little Portugal,Ring,Existing,0,310959.208,4834381.549,-79.423648376,43.649351258,"c(-79.4236483741474, 43.6493512640811)"
3613344,1599,BP-19509,1241,Dundas St W,Dundas St W,South,Grove Ave,West,NA,10,Little Portugal,Ring,Existing,0,310956.491,4834381.656,-79.423682049,43.649352252,"c(-79.4236820537496, 43.6493522497166)"
3613345,1600,BP-19510,1241,Dundas St W,Dundas St W,South,Grove Ave,West,NA,10,Little Portugal,Ring,Existing,0,310953.834,4834381.768,-79.423714984,43.649353274,"c(-79.4237149895162, 43.6493532798526)"
3613346,1601,BP-19512,1239,Dundas St W,Dundas St W,South,Grove Ave,West,NA,10,Little Portugal,Ring,Existing,0,310967.805,4834379.981,-79.423541827,43.649337081,"c(-79.4235418208245, 43.6493370787278)"
3613347,1602,BP-19513,1239,Dundas St W,Dundas St W,South,Grove Ave,West,NA,10,Little Portugal,Ring,Existing,0,310965.383,4834380.139,-79.423571847,43.64933852,"c(-79.423571842919, 43.6493385210189)"
3613348,1608,BP-10084,3,Queen St E,NA,NA,Queen St E,NA,NA,13,Downtown Yonge,NA,Existing,0,314635.389,4834734.57,-79.378070851,43.652489408,"c(-79.3780708453563, 43.6524894058067)"
3613349,1659,BP-07641,2458,Bloor St W,NA,NA,Bloor St W,NA,NA,04,Bloor West Village,NA,Existing,0,305938.657,4834317.594,-79.485884946,43.648800208,"c(-79.4858849514999, 43.6488002081637)"
3613350,1732,BP-03996,21,Dundonald St,NA,NA,Gloucester Lane,NA,NA,13,NA,NA,Existing,0,314215.736,4836251.659,-79.383246813,43.666150654,"c(-79.3832468079438, 43.6661506527564)"
3613351,1734,BP-07030,2210,Yonge St,Yonge St,West,Eglinton Ave W,South,NA,12,NA,Ring,Temporarily Removed,0,312991.188,4840723.865,-79.398362982,43.706420774,"c(-79.3983629807772, 43.7064207773643)"
3613352,1774,BP-11622,518,Danforth Ave,NA,NA,Danforth Ave,NA,NA,14,Greektown on the Danforth,NA,Existing,0,317017.723,4837620.005,-79.348471867,43.678426773,"c(-79.3484718648518, 43.6784267732368)"
3613353,1805,BP-10140,1554,Queen St W,NA,NA,Dowling Ave,NA,NA,04,Parkdale Village,NA,Existing,0,309642.478,4833340.449,-79.439980326,43.639989675,"c(-79.4399803254721, 43.6399896791735)"
3613354,1815,BP-09189,145,Queens Quay W,NA,NA,York St,NA,NA,10,The Waterfront,Ring,Existing,0,314489.336,4833324.723,-79.379906737,43.639800798,"c(-79.379906742873, 43.639800798933)"
3613355,1830,BP-07546,61,Hanna Ave,NA,NA,Hanna Ave,NA,NA,10,Liberty Village,NA,Existing,0,311435.906,4833307.843,-79.417752253,43.639682349,"c(-79.4177522571994, 43.6396823488808)"
3613356,1880,BP-10316,27,Roncesvalles Ave,NA,NA,Grafton Ave,NA,NA,04,Roncesvalles Village,NA,Existing,0,309129.252,4833302.564,-79.446341758,43.639651825,"c(-79.4463417612876, 43.6396518249039)"
3613357,1897,BP-16628,1802,Eglinton Ave W,NA,NA,Dufferin St,NA,NA,08,York-Eglinton,Ring,Temporarily Removed,0,308889.167,4839561.881,-79.449270029,43.695995357,"c(-79.4492700274966, 43.6959953620834)"
3613358,1908,BP-13555,2178,Bloor St W,NA,NA,Glendonwynne Rd,NA,NA,04,NA,NA,Existing,0,306897.205,4834663.176,-79.474001232,43.651908826,"c(-79.474001233861, 43.6519088315885)"
3613359,1952,BP-07680,145,Queens Quay W,NA,NA,York St,NA,NA,10,The Waterfront,NA,Existing,0,314491.568,4833322.26,-79.379879118,43.6397786,"c(-79.3798791228578, 43.6397785995223)"
3613360,1959,BP-16869,100,Sorauren Ave,NA,NA,Sorauren Ave,NA,NA,04,NA,Rack,Existing,0,309461.95,4833657.95,-79.442215121,43.642848772,"c(-79.442215123943, 43.6428487763039)"
3613361,2012,BP-15336,302,Eglinton Ave W,NA,NA,Avenue Rd,NA,NA,08,The Eglinton Way,NA,Existing,0,312200.324,4840538.264,-79.408178626,43.704758433,"c(-79.4081786315187, 43.7047584383196)"
3613362,2066,BP-04949,382,Bathurst St,NA,NA,Nassau St,NA,NA,11,NA,NA,Existing,0,312333.735,4834843.644,-79.406602852,43.653498092,"c(-79.4066028473049, 43.6534980915403)"
3613363,2086,BP-15735,3,Chaplin Cres,NA,NA,Chaplin Cres,NA,NA,12,Midtown Yonge,NA,Existing,0,313116.293,4839785.909,-79.396825149,43.697976595,"c(-79.3968251485324, 43.6979765962581)"
3613364,2108,BP-19606,1000,Bay St,Bay St,West,St Joseph St,South,NA,11,NA,Ring,Existing,0,313868.449,4836136.543,-79.387555027,43.665118774,"c(-79.3875550212553, 43.665118773931)"
3613365,2109,BP-19608,832,Bay St,Bay St,West,Grosvenor St,South,NA,11,NA,Ring,Existing,0,313965.563,4835805.058,-79.386356476,43.662133781,"c(-79.3863564792532, 43.6621337796596)"
3613366,2110,BP-19609,832,Bay St,Bay St,West,Grosvenor St,South,NA,11,NA,Ring,Existing,0,313968.926,4835795.568,-79.386314944,43.662048315,"c(-79.3863149427943, 43.6620483156239)"
3613367,2111,BP-19610,832,Bay St,Bay St,West,Grosvenor St,South,NA,11,NA,Ring,Existing,0,313970.556,4835790.532,-79.386294823,43.66200296,"c(-79.3862948180968, 43.6620029648495)"
3613368,2112,BP-19611,831,Bay St,Bay St,East,Grosvenor St,South,NA,13,Downtown Yonge,Ring,Existing,0,313988.797,4835796.486,-79.38606855,43.662056336,"c(-79.3860685481076, 43.6620563335498)"
3613369,2113,BP-19612,831,Bay St,Bay St,East,Grosvenor St,South,NA,13,Downtown Yonge,Ring,Existing,0,313989.248,4835794.964,-79.386062987,43.662042627,"c(-79.3860629820999, 43.6620426279597)"
3613370,2114,BP-19613,831,Bay St,Bay St,East,Grosvenor St,South,NA,13,Downtown Yonge,Ring,Existing,0,313989.774,4835793.188,-79.386056495,43.662026636,"c(-79.3860564904995, 43.6620266351059)"
3613371,2115,BP-19614,831,Bay St,Bay St,East,Grosvenor St,South,NA,13,Downtown Yonge,Ring,Existing,0,313990.262,4835791.539,-79.386050468,43.662011785,"c(-79.3860504678993, 43.6620117858896)"
