occupancy_date,id,occupied_beds
2021-08-02,7303128,34
2021-08-02,7303129,17
2021-08-02,7303130,9
2021-08-02,7303131,NA
2021-08-02,7303132,16
2021-08-02,7303133,13
2021-08-02,7303134,15
2021-08-02,7303135,12
2021-08-02,7303136,24
2021-08-02,7303137,19
2021-08-02,7303138,43
2021-08-02,7303139,NA
2021-08-02,7303140,27
2021-08-02,7303141,NA
2021-08-02,7303142,NA
2021-08-02,7303143,59
2021-08-02,7303144,NA
2021-08-02,7303145,49
2021-08-02,7303146,NA
2021-08-02,7303147,54
2021-08-02,7303148,NA
2021-08-02,7303149,186
2021-08-02,7303150,32
2021-08-02,7303151,NA
2021-08-02,7303152,17
2021-08-02,7303153,12
2021-08-02,7303154,39
2021-08-02,7303155,NA
2021-08-02,7303156,5
2021-08-02,7303157,15
2021-08-02,7303158,32
2021-08-02,7303159,8
2021-08-02,7303160,NA
2021-08-02,7303161,17
2021-08-02,7303162,NA
2021-08-02,7303163,22
2021-08-02,7303164,24
2021-08-02,7303165,21
2021-08-02,7303166,NA
2021-08-02,7303167,NA
2021-08-02,7303168,14
2021-08-02,7303169,11
2021-08-02,7303170,8
2021-08-02,7303171,24
2021-08-03,7303172,NA
2021-08-03,7303173,NA
2021-08-03,7303174,NA
2021-08-03,7303175,7
2021-08-03,7303176,NA
2021-08-03,7303177,NA
2021-08-03,7303178,NA
2021-08-03,7303179,NA
2021-08-03,7303180,NA
2021-08-03,7303181,NA
2021-08-03,7303182,NA
2021-08-03,7303183,NA
2021-08-03,7303184,29
2021-08-03,7303185,15
2021-08-03,7303186,NA
2021-08-03,7303187,NA
2021-08-03,7303188,NA
2021-08-03,7303189,NA
2021-08-03,7303190,9
2021-08-03,7303191,NA
2021-08-03,7303192,NA
2021-08-03,7303193,NA
2021-08-03,7303194,6
2021-08-03,7303195,NA
2021-08-03,7303196,NA
2021-08-03,7303197,36
2021-08-03,7303198,NA
2021-08-03,7303199,24
2021-08-03,7303200,NA
2021-08-03,7303201,42
2021-08-03,7303202,NA
2021-08-03,7303203,NA
2021-08-03,7303204,NA
2021-08-03,7303205,68
2021-08-03,7303206,50
2021-08-03,7303207,33
2021-08-03,7303208,57
2021-08-03,7303209,60
2021-08-03,7303210,17
2021-08-03,7303211,4
2021-08-03,7303212,48
2021-08-03,7303213,16
2021-08-03,7303214,NA
2021-08-03,7303215,3
2021-08-03,7303216,57
2021-08-03,7303217,21
2021-08-03,7303218,2
2021-08-03,7303219,NA
2021-08-03,7303220,48
2021-08-03,7303221,27
2021-08-03,7303222,43
2021-08-03,7303223,47
2021-08-03,7303224,NA
2021-08-03,7303225,41
2021-08-03,7303226,NA
2021-08-03,7303227,NA
2021-08-03,7303228,22
2021-08-03,7303229,41
2021-08-03,7303230,NA
2021-08-03,7303231,16
2021-08-03,7303232,12
2021-08-03,7303233,4
2021-08-03,7303234,11
2021-08-03,7303235,32
2021-08-03,7303236,23
2021-08-03,7303237,NA
2021-08-03,7303238,24
2021-08-03,7303239,23
2021-08-03,7303240,40
2021-08-03,7303241,NA
2021-08-03,7303242,45
2021-08-03,7303243,1
2021-08-03,7303244,19
2021-08-03,7303245,23
2021-08-03,7303246,25
2021-08-03,7303247,5
2021-08-03,7303248,NA
2021-08-03,7303249,46
2021-08-03,7303250,NA
2021-08-03,7303251,62
2021-08-03,7303252,19
2021-08-03,7303253,12
2021-08-03,7303254,30
2021-08-03,7303255,54
2021-08-03,7303256,NA
2021-08-03,7303257,NA
2021-08-03,7303258,124
2021-08-03,7303259,36
2021-08-03,7303260,90
2021-08-03,7303261,32
2021-08-03,7303262,3
2021-08-03,7303263,74
2021-08-03,7303264,17
2021-08-03,7303265,NA
2021-08-03,7303266,15
2021-08-03,7303267,27
2021-08-03,7303268,33
2021-08-03,7303269,17
2021-08-03,7303270,9
2021-08-03,7303271,NA
2021-08-03,7303272,16
2021-08-03,7303273,13
2021-08-03,7303274,15
2021-08-03,7303275,12
2021-08-03,7303276,24
2021-08-03,7303277,19
2021-08-03,7303278,43
2021-08-03,7303279,NA
2021-08-03,7303280,26
2021-08-03,7303281,NA
2021-08-03,7303282,NA
2021-08-03,7303283,59
2021-08-03,7303284,NA
2021-08-03,7303285,49
2021-08-03,7303286,NA
2021-08-03,7303287,54
2021-08-03,7303288,NA
2021-08-03,7303289,186
2021-08-03,7303290,34
2021-08-03,7303291,NA
2021-08-03,7303292,18
2021-08-03,7303293,12
2021-08-03,7303294,38
2021-08-03,7303295,NA
2021-08-03,7303296,5
2021-08-03,7303297,15
2021-08-03,7303298,33
2021-08-03,7303299,10
2021-08-03,7303300,NA
2021-08-03,7303301,18
2021-08-03,7303302,NA
2021-08-03,7303303,22
2021-08-03,7303304,24
2021-08-03,7303305,21
2021-08-03,7303306,NA
2021-08-03,7303307,NA
2021-08-03,7303308,14
2021-08-03,7303309,11
2021-08-03,7303310,9
2021-08-03,7303311,24
2021-08-04,7303312,NA
2021-08-04,7303313,NA
2021-08-04,7303314,NA
2021-08-04,7303315,7
2021-08-04,7303316,NA
2021-08-04,7303317,NA
2021-08-04,7303318,NA
2021-08-04,7303319,NA
2021-08-04,7303320,NA
2021-08-04,7303321,NA
2021-08-04,7303322,NA
2021-08-04,7303323,NA
2021-08-04,7303324,29
2021-08-04,7303325,15
2021-08-04,7303326,NA
2021-08-04,7303327,NA
2021-08-04,7303328,NA
2021-08-04,7303329,NA
2021-08-04,7303330,10
2021-08-04,7303331,NA
2021-08-04,7303332,NA
2021-08-04,7303333,NA
2021-08-04,7303334,5
2021-08-04,7303335,NA
2021-08-04,7303336,NA
2021-08-04,7303337,35
2021-08-04,7303338,NA
2021-08-04,7303339,24
2021-08-04,7303340,NA
2021-08-04,7303341,40
2021-08-04,7303342,NA
2021-08-04,7303343,NA
2021-08-04,7303344,NA
2021-08-04,7303345,68
2021-08-04,7303346,50
2021-08-04,7303347,33
2021-08-04,7303348,56
2021-08-04,7303349,59
2021-08-04,7303350,17
2021-08-04,7303351,10
2021-08-04,7303352,48
2021-08-04,7303353,17
2021-08-04,7303354,NA
2021-08-04,7303355,3
2021-08-04,7303356,55
2021-08-04,7303357,20
2021-08-04,7303358,2
2021-08-04,7303359,NA
2021-08-04,7303360,49
2021-08-04,7303361,27
2021-08-04,7303362,43
2021-08-04,7303363,45
2021-08-04,7303364,NA
2021-08-04,7303365,41
2021-08-04,7303366,NA
2021-08-04,7303367,NA
2021-08-04,7303368,22
2021-08-04,7303369,43
2021-08-04,7303370,NA
2021-08-04,7303371,13
2021-08-04,7303372,12
2021-08-04,7303373,4
2021-08-04,7303374,11
2021-08-04,7303375,32
2021-08-04,7303376,23
2021-08-04,7303377,NA
2021-08-04,7303378,24
2021-08-04,7303379,23
2021-08-04,7303380,39
2021-08-04,7303381,NA
2021-08-04,7303382,44
2021-08-04,7303383,1
2021-08-04,7303384,19
2021-08-04,7303385,23
2021-08-04,7303386,25
2021-08-04,7303387,5
2021-08-04,7303388,NA
2021-08-04,7303389,45
2021-08-04,7303390,NA
2021-08-04,7303391,63
2021-08-04,7303392,19
2021-08-04,7303393,10
2021-08-04,7303394,31
2021-08-04,7303395,54
2021-08-04,7303396,NA
2021-08-04,7303397,NA
2021-08-04,7303398,123
2021-08-04,7303399,35
2021-08-04,7303400,90
2021-08-04,7303401,33
2021-08-04,7303402,3
2021-08-04,7303403,74
2021-08-04,7303404,17
2021-08-04,7303405,NA
2021-08-04,7303406,15
2021-08-04,7303407,27
2021-08-04,7303408,36
2021-08-04,7303409,15
2021-08-04,7303410,9
2021-08-04,7303411,NA
2021-08-04,7303412,15
2021-08-04,7303413,13
2021-08-04,7303414,15
2021-08-04,7303415,12
2021-08-04,7303416,24
2021-08-04,7303417,19
2021-08-04,7303418,43
2021-08-04,7303419,NA
2021-08-04,7303420,28
2021-08-04,7303421,NA
2021-08-04,7303422,NA
2021-08-04,7303423,58
2021-08-04,7303424,NA
2021-08-04,7303425,47
2021-08-04,7303426,NA
2021-08-04,7303427,52
2021-08-04,7303428,NA
2021-08-04,7303429,186
2021-08-04,7303430,33
2021-08-04,7303431,NA
2021-08-04,7303432,18
2021-08-04,7303433,12
2021-08-04,7303434,39
2021-08-04,7303435,NA
2021-08-04,7303436,5
2021-08-04,7303437,15
2021-08-04,7303438,34
2021-08-04,7303439,10
2021-08-04,7303440,NA
2021-08-04,7303441,18
2021-08-04,7303442,NA
2021-08-04,7303443,21
2021-08-04,7303444,25
2021-08-04,7303445,23
2021-08-04,7303446,NA
2021-08-04,7303447,NA
2021-08-04,7303448,14
2021-08-04,7303449,11
2021-08-04,7303450,9
2021-08-04,7303451,24
2021-08-05,7303452,NA
2021-08-05,7303453,NA
2021-08-05,7303454,NA
2021-08-05,7303455,7
2021-08-05,7303456,NA
2021-08-05,7303457,NA
2021-08-05,7303458,NA
2021-08-05,7303459,NA
2021-08-05,7303460,NA
2021-08-05,7303461,NA
2021-08-05,7303462,NA
2021-08-05,7303463,NA
2021-08-05,7303464,30
2021-08-05,7303465,15
2021-08-05,7303466,NA
2021-08-05,7303467,NA
2021-08-05,7303468,NA
2021-08-05,7303469,NA
2021-08-05,7303470,10
2021-08-05,7303471,NA
2021-08-05,7303472,NA
2021-08-05,7303473,NA
2021-08-05,7303474,5
2021-08-05,7303475,NA
2021-08-05,7303476,NA
2021-08-05,7303477,35
2021-08-05,7303478,NA
2021-08-05,7303479,24
2021-08-05,7303480,NA
2021-08-05,7303481,42
2021-08-05,7303482,NA
2021-08-05,7303483,NA
2021-08-05,7303484,NA
2021-08-05,7303485,68
2021-08-05,7303486,50
2021-08-05,7303487,30
2021-08-05,7303488,58
2021-08-05,7303489,59
2021-08-05,7303490,16
2021-08-05,7303491,8
2021-08-05,7303492,48
2021-08-05,7303493,17
2021-08-05,7303494,NA
2021-08-05,7303495,3
2021-08-05,7303496,56
2021-08-05,7303497,21
2021-08-05,7303498,1
2021-08-05,7303499,NA
2021-08-05,7303500,51
2021-08-05,7303501,27
2021-08-05,7303502,44
2021-08-05,7303503,46
2021-08-05,7303504,NA
2021-08-05,7303505,40
2021-08-05,7303506,NA
2021-08-05,7303507,NA
2021-08-05,7303508,22
2021-08-05,7303509,42
2021-08-05,7303510,NA
2021-08-05,7303511,16
2021-08-05,7303512,11
2021-08-05,7303513,4
2021-08-05,7303514,11
2021-08-05,7303515,32
2021-08-05,7303516,23
2021-08-05,7303517,NA
2021-08-05,7303518,22
2021-08-05,7303519,23
2021-08-05,7303520,43
2021-08-05,7303521,NA
2021-08-05,7303522,44
2021-08-05,7303523,1
2021-08-05,7303524,19
2021-08-05,7303525,22
2021-08-05,7303526,24
2021-08-05,7303527,5
2021-08-05,7303528,NA
2021-08-05,7303529,46
2021-08-05,7303530,NA
2021-08-05,7303531,54
2021-08-05,7303532,19
2021-08-05,7303533,8
2021-08-05,7303534,31
2021-08-05,7303535,54
2021-08-05,7303536,NA
2021-08-05,7303537,NA
2021-08-05,7303538,123
2021-08-05,7303539,35
2021-08-05,7303540,89
2021-08-05,7303541,35
2021-08-05,7303542,3
2021-08-05,7303543,75
2021-08-05,7303544,17
2021-08-05,7303545,NA
2021-08-05,7303546,13
2021-08-05,7303547,26
2021-08-05,7303548,35
2021-08-05,7303549,15
2021-08-05,7303550,9
2021-08-05,7303551,NA
2021-08-05,7303552,15
2021-08-05,7303553,13
2021-08-05,7303554,15
2021-08-05,7303555,12
2021-08-05,7303556,24
2021-08-05,7303557,19
2021-08-05,7303558,42
2021-08-05,7303559,NA
2021-08-05,7303560,28
2021-08-05,7303561,NA
2021-08-05,7303562,NA
2021-08-05,7303563,59
2021-08-05,7303564,NA
2021-08-05,7303565,49
2021-08-05,7303566,NA
2021-08-05,7303567,54
2021-08-05,7303568,NA
2021-08-05,7303569,185
2021-08-05,7303570,34
2021-08-05,7303571,NA
2021-08-05,7303572,18
2021-08-05,7303573,12
2021-08-05,7303574,39
2021-08-05,7303575,NA
2021-08-05,7303576,5
2021-08-05,7303577,15
2021-08-05,7303578,33
2021-08-05,7303579,4
2021-08-05,7303580,NA
2021-08-05,7303581,17
2021-08-05,7303582,NA
2021-08-05,7303583,21
2021-08-05,7303584,25
2021-08-05,7303585,24
2021-08-05,7303586,NA
2021-08-05,7303587,NA
2021-08-05,7303588,14
2021-08-05,7303589,11
2021-08-05,7303590,9
2021-08-05,7303591,24
2021-08-06,7303592,NA
2021-08-06,7303593,NA
2021-08-06,7303594,NA
2021-08-06,7303595,6
2021-08-06,7303596,NA
2021-08-06,7303597,NA
2021-08-06,7303598,NA
2021-08-06,7303599,NA
2021-08-06,7303600,NA
2021-08-06,7303601,NA
2021-08-06,7303602,NA
2021-08-06,7303603,NA
2021-08-06,7303604,29
2021-08-06,7303605,13
2021-08-06,7303606,NA
2021-08-06,7303607,NA
2021-08-06,7303608,NA
2021-08-06,7303609,NA
2021-08-06,7303610,10
2021-08-06,7303611,NA
2021-08-06,7303612,NA
2021-08-06,7303613,NA
2021-08-06,7303614,5
2021-08-06,7303615,NA
2021-08-06,7303616,NA
2021-08-06,7303617,35
2021-08-06,7303618,NA
2021-08-06,7303619,24
2021-08-06,7303620,NA
2021-08-06,7303621,40
2021-08-06,7303622,NA
2021-08-06,7303623,NA
2021-08-06,7303624,NA
2021-08-06,7303625,68
2021-08-06,7303626,50
2021-08-06,7303627,32
2021-08-06,7303628,55
2021-08-06,7303629,59
2021-08-06,7303630,16
2021-08-06,7303631,7
2021-08-06,7303632,48
2021-08-06,7303633,17
2021-08-06,7303634,NA
2021-08-06,7303635,3
2021-08-06,7303636,57
2021-08-06,7303637,21
2021-08-06,7303638,1
2021-08-06,7303639,NA
2021-08-06,7303640,51
2021-08-06,7303641,27
2021-08-06,7303642,42
2021-08-06,7303643,48
2021-08-06,7303644,NA
2021-08-06,7303645,40
2021-08-06,7303646,NA
2021-08-06,7303647,NA
2021-08-06,7303648,21
2021-08-06,7303649,43
2021-08-06,7303650,NA
2021-08-06,7303651,15
2021-08-06,7303652,12
2021-08-06,7303653,4
2021-08-06,7303654,11
2021-08-06,7303655,32
2021-08-06,7303656,23
2021-08-06,7303657,NA
2021-08-06,7303658,26
2021-08-06,7303659,23
2021-08-06,7303660,50
2021-08-06,7303661,NA
2021-08-06,7303662,43
2021-08-06,7303663,1
2021-08-06,7303664,19
2021-08-06,7303665,22
2021-08-06,7303666,25
2021-08-06,7303667,5
2021-08-06,7303668,NA
2021-08-06,7303669,46
2021-08-06,7303670,NA
2021-08-06,7303671,50
2021-08-06,7303672,19
2021-08-06,7303673,8
2021-08-06,7303674,29
2021-08-06,7303675,53
2021-08-06,7303676,NA
2021-08-06,7303677,NA
2021-08-06,7303678,119
2021-08-06,7303679,34
2021-08-06,7303680,89
2021-08-06,7303681,35
2021-08-06,7303682,3
2021-08-06,7303683,75
2021-08-06,7303684,17
2021-08-06,7303685,NA
2021-08-06,7303686,13
2021-08-06,7303687,25
2021-08-06,7303688,35
2021-08-06,7303689,15
2021-08-06,7303690,9
2021-08-06,7303691,NA
2021-08-06,7303692,15
2021-08-06,7303693,13
2021-08-06,7303694,15
2021-08-06,7303695,12
2021-08-06,7303696,24
2021-08-06,7303697,19
2021-08-06,7303698,41
2021-08-06,7303699,NA
2021-08-06,7303700,28
2021-08-06,7303701,NA
2021-08-06,7303702,NA
2021-08-06,7303703,58
2021-08-06,7303704,NA
2021-08-06,7303705,49
2021-08-06,7303706,NA
2021-08-06,7303707,54
2021-08-06,7303708,NA
2021-08-06,7303709,186
2021-08-06,7303710,34
2021-08-06,7303711,NA
2021-08-06,7303712,18
2021-08-06,7303713,11
2021-08-06,7303714,40
2021-08-06,7303715,NA
2021-08-06,7303716,5
2021-08-06,7303717,16
2021-08-06,7303718,34
2021-08-06,7303719,4
2021-08-06,7303720,NA
2021-08-06,7303721,18
2021-08-06,7303722,NA
2021-08-06,7303723,21
2021-08-06,7303724,25
2021-08-06,7303725,23
2021-08-06,7303726,NA
2021-08-06,7303727,NA
2021-08-06,7303728,15
2021-08-06,7303729,11
2021-08-06,7303730,10
2021-08-06,7303731,24
2021-08-07,7303732,NA
2021-08-07,7303733,NA
2021-08-07,7303734,NA
2021-08-07,7303735,6
2021-08-07,7303736,NA
2021-08-07,7303737,NA
2021-08-07,7303738,NA
2021-08-07,7303739,NA
2021-08-07,7303740,NA
2021-08-07,7303741,NA
2021-08-07,7303742,NA
2021-08-07,7303743,NA
2021-08-07,7303744,28
2021-08-07,7303745,14
2021-08-07,7303746,NA
2021-08-07,7303747,NA
2021-08-07,7303748,NA
2021-08-07,7303749,NA
2021-08-07,7303750,11
2021-08-07,7303751,NA
2021-08-07,7303752,NA
2021-08-07,7303753,NA
2021-08-07,7303754,5
2021-08-07,7303755,NA
2021-08-07,7303756,NA
2021-08-07,7303757,36
2021-08-07,7303758,NA
2021-08-07,7303759,24
2021-08-07,7303760,NA
2021-08-07,7303761,40
2021-08-07,7303762,NA
2021-08-07,7303763,NA
2021-08-07,7303764,NA
2021-08-07,7303765,68
2021-08-07,7303766,50
2021-08-07,7303767,32
2021-08-07,7303768,56
2021-08-07,7303769,59
2021-08-07,7303770,16
2021-08-07,7303771,7
2021-08-07,7303772,48
2021-08-07,7303773,17
2021-08-07,7303774,NA
2021-08-07,7303775,3
2021-08-07,7303776,57
2021-08-07,7303777,21
2021-08-07,7303778,1
2021-08-07,7303779,NA
2021-08-07,7303780,48
2021-08-07,7303781,28
2021-08-07,7303782,44
2021-08-07,7303783,47
2021-08-07,7303784,NA
2021-08-07,7303785,41
2021-08-07,7303786,NA
2021-08-07,7303787,NA
2021-08-07,7303788,22
2021-08-07,7303789,43
2021-08-07,7303790,NA
2021-08-07,7303791,15
2021-08-07,7303792,15
2021-08-07,7303793,4
2021-08-07,7303794,11
2021-08-07,7303795,32
2021-08-07,7303796,23
2021-08-07,7303797,NA
2021-08-07,7303798,26
2021-08-07,7303799,23
2021-08-07,7303800,49
2021-08-07,7303801,NA
2021-08-07,7303802,45
2021-08-07,7303803,1
2021-08-07,7303804,19
2021-08-07,7303805,24
2021-08-07,7303806,25
2021-08-07,7303807,5
2021-08-07,7303808,NA
2021-08-07,7303809,46
2021-08-07,7303810,NA
2021-08-07,7303811,58
2021-08-07,7303812,19
2021-08-07,7303813,7
2021-08-07,7303814,29
2021-08-07,7303815,54
2021-08-07,7303816,NA
2021-08-07,7303817,NA
2021-08-07,7303818,121
2021-08-07,7303819,37
2021-08-07,7303820,89
2021-08-07,7303821,35
2021-08-07,7303822,3
2021-08-07,7303823,75
2021-08-07,7303824,16
2021-08-07,7303825,NA
2021-08-07,7303826,14
2021-08-07,7303827,27
2021-08-07,7303828,35
2021-08-07,7303829,15
2021-08-07,7303830,9
2021-08-07,7303831,NA
2021-08-07,7303832,15
2021-08-07,7303833,13
2021-08-07,7303834,15
2021-08-07,7303835,12
2021-08-07,7303836,24
2021-08-07,7303837,18
2021-08-07,7303838,43
2021-08-07,7303839,NA
2021-08-07,7303840,28
2021-08-07,7303841,NA
2021-08-07,7303842,NA
2021-08-07,7303843,58
2021-08-07,7303844,NA
2021-08-07,7303845,49
2021-08-07,7303846,NA
2021-08-07,7303847,53
2021-08-07,7303848,NA
2021-08-07,7303849,186
2021-08-07,7303850,34
2021-08-07,7303851,NA
2021-08-07,7303852,18
2021-08-07,7303853,12
2021-08-07,7303854,38
2021-08-07,7303855,NA
2021-08-07,7303856,5
2021-08-07,7303857,16
2021-08-07,7303858,34
2021-08-07,7303859,4
2021-08-07,7303860,NA
2021-08-07,7303861,18
2021-08-07,7303862,NA
2021-08-07,7303863,21
2021-08-07,7303864,25
2021-08-07,7303865,23
2021-08-07,7303866,NA
2021-08-07,7303867,NA
2021-08-07,7303868,13
2021-08-07,7303869,11
2021-08-07,7303870,10
2021-08-07,7303871,24
2021-08-08,7303872,NA
2021-08-08,7303873,NA
2021-08-08,7303874,NA
2021-08-08,7303875,6
2021-08-08,7303876,NA
2021-08-08,7303877,NA
2021-08-08,7303878,NA
2021-08-08,7303879,NA
2021-08-08,7303880,NA
2021-08-08,7303881,NA
2021-08-08,7303882,NA
2021-08-08,7303883,NA
2021-08-08,7303884,28
2021-08-08,7303885,14
2021-08-08,7303886,NA
2021-08-08,7303887,NA
2021-08-08,7303888,NA
2021-08-08,7303889,NA
2021-08-08,7303890,12
2021-08-08,7303891,NA
2021-08-08,7303892,NA
2021-08-08,7303893,NA
2021-08-08,7303894,5
2021-08-08,7303895,NA
2021-08-08,7303896,NA
2021-08-08,7303897,35
2021-08-08,7303898,NA
2021-08-08,7303899,24
2021-08-08,7303900,NA
2021-08-08,7303901,41
2021-08-08,7303902,NA
2021-08-08,7303903,NA
2021-08-08,7303904,NA
2021-08-08,7303905,68
2021-08-08,7303906,50
2021-08-08,7303907,32
2021-08-08,7303908,57
2021-08-08,7303909,58
2021-08-08,7303910,16
2021-08-08,7303911,9
2021-08-08,7303912,47
2021-08-08,7303913,17
2021-08-08,7303914,NA
2021-08-08,7303915,3
2021-08-08,7303916,55
2021-08-08,7303917,21
2021-08-08,7303918,1
2021-08-08,7303919,NA
2021-08-08,7303920,49
2021-08-08,7303921,28
2021-08-08,7303922,44
2021-08-08,7303923,49
2021-08-08,7303924,NA
2021-08-08,7303925,41
2021-08-08,7303926,NA
2021-08-08,7303927,NA
2021-08-08,7303928,22
2021-08-08,7303929,43
2021-08-08,7303930,NA
2021-08-08,7303931,15
2021-08-08,7303932,15
2021-08-08,7303933,4
2021-08-08,7303934,11
2021-08-08,7303935,32
2021-08-08,7303936,23
2021-08-08,7303937,NA
2021-08-08,7303938,26
2021-08-08,7303939,23
2021-08-08,7303940,49
2021-08-08,7303941,NA
2021-08-08,7303942,44
2021-08-08,7303943,1
2021-08-08,7303944,19
2021-08-08,7303945,24
2021-08-08,7303946,25
2021-08-08,7303947,5
2021-08-08,7303948,NA
2021-08-08,7303949,46
2021-08-08,7303950,NA
2021-08-08,7303951,55
2021-08-08,7303952,18
2021-08-08,7303953,7
2021-08-08,7303954,30
2021-08-08,7303955,54
2021-08-08,7303956,NA
2021-08-08,7303957,NA
2021-08-08,7303958,123
2021-08-08,7303959,37
2021-08-08,7303960,90
2021-08-08,7303961,35
2021-08-08,7303962,3
2021-08-08,7303963,75
2021-08-08,7303964,18
2021-08-08,7303965,NA
2021-08-08,7303966,13
2021-08-08,7303967,27
2021-08-08,7303968,35
2021-08-08,7303969,15
2021-08-08,7303970,9
2021-08-08,7303971,NA
2021-08-08,7303972,15
2021-08-08,7303973,13
2021-08-08,7303974,15
2021-08-08,7303975,12
2021-08-08,7303976,24
2021-08-08,7303977,18
2021-08-08,7303978,43
2021-08-08,7303979,NA
2021-08-08,7303980,28
2021-08-08,7303981,NA
2021-08-08,7303982,NA
2021-08-08,7303983,58
2021-08-08,7303984,NA
2021-08-08,7303985,49
2021-08-08,7303986,NA
2021-08-08,7303987,54
2021-08-08,7303988,NA
2021-08-08,7303989,186
2021-08-08,7303990,34
2021-08-08,7303991,NA
2021-08-08,7303992,18
2021-08-08,7303993,11
2021-08-08,7303994,39
2021-08-08,7303995,NA
2021-08-08,7303996,5
2021-08-08,7303997,16
2021-08-08,7303998,34
2021-08-08,7303999,4
2021-08-08,7304000,NA
2021-08-08,7304001,16
2021-08-08,7304002,NA
2021-08-08,7304003,21
2021-08-08,7304004,25
2021-08-08,7304005,23
2021-08-08,7304006,NA
2021-08-08,7304007,NA
2021-08-08,7304008,14
2021-08-08,7304009,11
2021-08-08,7304010,10
2021-08-08,7304011,25
2021-08-09,7304012,NA
2021-08-09,7304013,NA
2021-08-09,7304014,NA
2021-08-09,7304015,6
2021-08-09,7304016,NA
2021-08-09,7304017,NA
2021-08-09,7304018,NA
2021-08-09,7304019,NA
2021-08-09,7304020,NA
2021-08-09,7304021,NA
2021-08-09,7304022,NA
2021-08-09,7304023,NA
2021-08-09,7304024,28
2021-08-09,7304025,15
2021-08-09,7304026,NA
2021-08-09,7304027,NA
2021-08-09,7304028,NA
2021-08-09,7304029,NA
2021-08-09,7304030,12
2021-08-09,7304031,NA
2021-08-09,7304032,NA
2021-08-09,7304033,NA
2021-08-09,7304034,5
2021-08-09,7304035,NA
2021-08-09,7304036,NA
2021-08-09,7304037,34
2021-08-09,7304038,NA
2021-08-09,7304039,24
2021-08-09,7304040,NA
2021-08-09,7304041,43
2021-08-09,7304042,NA
2021-08-09,7304043,NA
2021-08-09,7304044,NA
2021-08-09,7304045,68
2021-08-09,7304046,50
2021-08-09,7304047,32
2021-08-09,7304048,59
2021-08-09,7304049,59
2021-08-09,7304050,16
2021-08-09,7304051,10
2021-08-09,7304052,48
2021-08-09,7304053,16
2021-08-09,7304054,NA
2021-08-09,7304055,3
2021-08-09,7304056,57
2021-08-09,7304057,21
2021-08-09,7304058,1
2021-08-09,7304059,NA
2021-08-09,7304060,49
2021-08-09,7304061,28
2021-08-09,7304062,44
2021-08-09,7304063,49
2021-08-09,7304064,NA
2021-08-09,7304065,40
2021-08-09,7304066,NA
2021-08-09,7304067,NA
2021-08-09,7304068,22
2021-08-09,7304069,43
2021-08-09,7304070,NA
2021-08-09,7304071,16
2021-08-09,7304072,14
2021-08-09,7304073,4
2021-08-09,7304074,11
2021-08-09,7304075,32
2021-08-09,7304076,22
2021-08-09,7304077,NA
2021-08-09,7304078,25
2021-08-09,7304079,23
2021-08-09,7304080,52
2021-08-09,7304081,NA
2021-08-09,7304082,43
2021-08-09,7304083,1
2021-08-09,7304084,19
2021-08-09,7304085,25
2021-08-09,7304086,25
2021-08-09,7304087,5
2021-08-09,7304088,NA
2021-08-09,7304089,46
2021-08-09,7304090,NA
2021-08-09,7304091,52
2021-08-09,7304092,19
2021-08-09,7304093,5
2021-08-09,7304094,30
2021-08-09,7304095,53
2021-08-09,7304096,NA
2021-08-09,7304097,NA
2021-08-09,7304098,123
2021-08-09,7304099,37
2021-08-09,7304100,90
2021-08-09,7304101,35
2021-08-09,7304102,3
2021-08-09,7304103,74
2021-08-09,7304104,17
2021-08-09,7304105,NA
2021-08-09,7304106,14
2021-08-09,7304107,27
2021-08-09,7304108,35
2021-08-09,7304109,14
2021-08-09,7304110,9
2021-08-09,7304111,NA
2021-08-09,7304112,16
2021-08-09,7304113,13
2021-08-09,7304114,16
2021-08-09,7304115,12
2021-08-09,7304116,24
2021-08-09,7304117,19
2021-08-09,7304118,43
2021-08-09,7304119,NA
2021-08-09,7304120,28
2021-08-09,7304121,NA
2021-08-09,7304122,NA
2021-08-09,7304123,58
2021-08-09,7304124,NA
2021-08-09,7304125,49
2021-08-09,7304126,NA
2021-08-09,7304127,54
2021-08-09,7304128,NA
2021-08-09,7304129,186
2021-08-09,7304130,34
2021-08-09,7304131,NA
2021-08-09,7304132,18
2021-08-09,7304133,11
2021-08-09,7304134,40
2021-08-09,7304135,NA
2021-08-09,7304136,6
2021-08-09,7304137,16
2021-08-09,7304138,34
2021-08-09,7304139,4
2021-08-09,7304140,NA
2021-08-09,7304141,17
2021-08-09,7304142,NA
2021-08-09,7304143,21
2021-08-09,7304144,25
2021-08-09,7304145,23
2021-08-09,7304146,NA
2021-08-09,7304147,NA
2021-08-09,7304148,14
2021-08-09,7304149,11
2021-08-09,7304150,10
2021-08-09,7304151,24
2021-08-10,7304152,NA
2021-08-10,7304153,NA
2021-08-10,7304154,NA
2021-08-10,7304155,6
2021-08-10,7304156,NA
2021-08-10,7304157,NA
2021-08-10,7304158,NA
2021-08-10,7304159,NA
2021-08-10,7304160,NA
2021-08-10,7304161,NA
2021-08-10,7304162,NA
2021-08-10,7304163,NA
2021-08-10,7304164,27
2021-08-10,7304165,15
2021-08-10,7304166,NA
2021-08-10,7304167,NA
2021-08-10,7304168,NA
2021-08-10,7304169,NA
2021-08-10,7304170,12
2021-08-10,7304171,NA
2021-08-10,7304172,NA
